2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Abreviatura,Descripción del Indicador,EstadoDeDerecho,Fuente,IDIndicador,Indicador,Instrumental,Invertir,Meta2030,MetaODS,Monitoreo,Máximo,Mínimo,ODS,UnidadMedida
0.3339265112244547,0.3793249490975725,0.428,0.4813333333333334,0.5053333333333333,0.5319999999999999,0.5074107118422475,0.4728857992626274,0.4626666666666666,0.516,0.572,0.6173333333333334,0.6226666666666667,0.6573333333333333,0.6839999999999999,0.6893333333333332,0.6733333333333332,0.7026666666666667,0.7080000000000001,0.7026666666666667,0.6653333333333333,pobr_extr,"Mide el porcentaje de la población que tiene un ingreso per cápita en el hogar por debajo de la línea de pobreza extrema (calculada a partir del costo per cápita mínimo de una canasta alimentaria que garantiza las necesidades básicas calóricas), respecto a la población total.",0.4040022651354472,DANE - Gran Encuesta Integrada de Hogares (GEIH),1.1.2.C,Incidencia de la Pobreza Monetaria Extrema,1,1,0.7933333333333333,1.1,0.4398595851092111,0.3,0.0,1,Porcentaje
0.2026224949989057,0.2198663991974143,0.2373333333333333,0.26,0.268,0.3,0.3123563295618083,0.3246954557665873,0.3400000000000001,0.3626666666666666,0.404,0.4453333333333333,0.4639999999999999,0.492,0.52,0.5293333333333333,0.5266666666666666,0.5413333333333333,0.5399999999999999,0.5293333333333333,0.4586666666666666,pobr_mone,"Mide el porcentaje de la población que tiene un ingreso per cápita en el hogar por debajo de la línea de pobreza (calculada como el costo per cápita mínimo de una canasta básica de bienes alimentarios y no alimentarios), respecto a la población total.",0.4040022651354472,DANE - Gran Encuesta Integrada de Hogares (GEIH),1.2.1.P,Incidencia de la Pobreza Monetaria,1,1,0.6506666666666666,1.2,0.4398595851092111,0.6,0.0,1,Porcentaje
0.2404739868170153,0.2547669294321792,0.2697864353444714,0.285566632957142,0.3021431789298248,0.3195533244530537,0.3378359843309084,0.3570318089902144,0.3771832595361601,0.3983346859826966,0.4248,0.4392,0.476,0.5112,0.5544000000000001,0.5832,0.6184000000000001,0.6103712814537516,0.5944,0.62,0.6104,pobr_multi,"Mide el porcentaje de la población en condición de pobreza, a través de 5 dimensiones: 1) condiciones educativas del hogar, 2) condiciones de la niñez y la juventud, 3) trabajo, 4) salud y 5) acceso a servicios públicos y condiciones de la vivienda. Estas dimensiones incluyen 15 indicadores, y aquellos hogares que tengan privación en por lo menos el 33% de los indicadores, son considerados pobres.",0.4040022651354472,DANE - Encuesta Nacional de Calidad de Vida (ECV),1.2.2.P,Índice de la Pobreza Multidimensional,1,1,0.7656,1.2,0.4398595851092111,0.5,0.0,1,Porcentaje
0.1237502059247095,0.1295357468321043,0.1355672304380721,0.1418545514111144,0.1484079884301223,0.1552382187156151,0.1623563330986073,0.1669090909090909,0.1814545454545454,0.1698181818181818,0.1698181818181818,0.1741818181818181,0.1872727272727272,0.212,0.2396363636363636,0.2716363636363636,0.2643636363636363,0.2716363636363636,0.2745454545454545,0.2789090909090909,0.2820809501779386,pobl_pensi,"Mide el porcentaje de la población ocupada que se encuentra afiliada al sistema de pensiones, respecto a la población ocupada total.",0.4040022651354472,DANE - Gran Encuesta Integrada de Hogares (GEIH),1.3.3.C,Porcentaje de población ocupada cotizante al sistema de pensiones,1,0,0.3487272727272726,1.3,0.4398595851092111,0.8,0.25,1,Porcentaje
0.3133333333333333,0.3867266557658517,0.4366786117953225,0.4835034674729712,0.5236525454025411,0.592,0.5705572586097354,0.576112880538874,0.5725865750291312,0.5623086144409566,0.5373333333333333,0.5303762149774478,0.511609565520823,0.4918810945428475,0.4717911355634658,0.448,0.4328030159460319,0.4144653769204485,0.3968902544370642,0.3800467316435636,0.3639051011885392,lacta_bebe,"Mide el porcentaje de lactantes menores de 5 meses 29 días de edad alimentados exclusivamente con leche materna durante el día anterior (Incluye ser amamantado por una nodriza y alimentación con leche materna extraída), respecto al total de niños en este grupo de edad.",0.4040022651354472,ICBF - Encuesta Nacional de Situación Nutricional en Colombia (ENSIN),2.1.2.C,Porcentaje de menores de 6 meses con lactancia materna exclusiva,1,0,0.6466666666666667,2.1,0.4398595851092111,0.7,0.1,2,Porcentaje
0.184,0.1969445321730916,0.2108947610842619,0.2259412962205118,0.2424609521813749,0.26,0.2812515021375787,0.3032074977218855,0.326006677981951,0.3489569118812596,0.372,0.3926782541972358,0.4128819444954956,0.4321016023894657,0.4504611912951191,0.4680000000000001,0.4850759680029597,0.5014685820340503,0.517276037882695,0.5325119734251587,0.5471897523751608,desnu_menor,"Mide el porcentaje de niños y niñas menores de 5 años con retraso en el crecimiento (<-2DE) de acuerdo a la Resolución 2465 del 2016, respecto al total de niños y niñas menores de 5 años.",0.4040022651354472,ICBF - Encuesta Nacional de Situación Nutricional en Colombia (ENSIN),2.2.1.G,Prevalencia de desnutrición crónica en menores de 5 años,1,1,0.7000000000000001,2.2,0.4398595851092111,0.2,0.0,2,Porcentaje
0.4522857142857143,0.2508571428571429,0.4611428571428572,0.5202857142857144,0.5674285714285715,0.532232563533133,0.5970719417055779,0.6785597018162923,0.6225714285714286,0.6954241692134164,0.7241503660101742,0.7650766519219175,0.7407505975006429,0.7640000000000001,0.7622528273223624,0.762,0.7217142857142858,0.7902381651114286,0.6982571428571429,0.6929142857142857,0.7014556439077175,mort_desnu,"Mide el número de muertes de menores de 5 años, por deficiencias nutricionales y anemias nutricionales, por cada 100.000 niños y niñas menores de 5 años.",0.4040022651354472,DANE - Estadísticas Vitales (EEVV),2.2.3.C,Tasa de mortalidad por desnutrición en menores de 5 años,1,1,0.8142857142857144,2.2,0.4398595851092111,30.0,2.0,2,Tasa por cada 100.000 niños y niñas menores de 5 años
0.2874554018548577,0.3269853476161747,0.4136927663685271,0.4666915247178143,0.4559021194423817,0.4990532912573893,0.4907761214920568,0.4863491119060006,0.5622666666666668,0.5179510080621151,0.4890409856809042,0.5088666666666667,0.5273670835580312,0.5983397461681099,0.6089920300327137,0.6086666666666666,0.6248666666666667,0.6266,0.6647333333333334,0.6284866666666666,0.6409612314845674,mort_mater,"Mide el número de mujeres que mueren durante el embarazo o en los 42 días siguientes a su terminación, independiente de la duración del embarazo, del sitio del parto y debido a cualquier causa relacionada con o agravada por el embarazo mismo o su atención (no por causas accidentales o incidentales), por cada 100.000 nacidos vivos.",0.4040022651354472,DANE - Estadísticas Vitales (EEVV),3.1.1.G,Tasa de mortalidad materna,1,1,0.7533333333333333,3.1,0.4398595851092111,130.0,10.0,3,Razón por cada 100.000 nacidos vivos
0.3818604912340766,0.3885850831765283,0.4882774228664739,0.5239484565606571,0.5694705207183932,0.6276149888027969,0.6821407444580578,0.7289317547194033,0.7516519246232912,0.775267316995072,0.7934213340666721,0.8112,0.8008000000000003,0.7967999999999998,0.8107375066887116,0.82,0.8223999999999997,0.8184000000000001,0.7735999999999997,0.7719999999999999,0.7526886310605221,parto_medi,"Mide el porcentaje de partos (con resultado nacido vivo) atendidos por personal calificado (médicos y enfermeras), respecto al total de partos.",0.4040022651354472,DANE - Estadísticas Vitales (EEVV),3.1.2.G,Porcentaje de partos atendidos por personal calificado,1,0,0.82,3.1,0.4398595851092111,1.0,0.9,3,Porcentaje
0.1703836304645747,0.2166529727408531,0.2662002191125718,0.3007473448542359,0.4617058927623431,0.3921279247875668,0.4155246002294781,0.4420040483311215,0.4624394222925962,0.468190017596949,0.5145267745319746,0.4850666666666665,0.4944000000000003,0.5397333333333334,0.5779749496330053,0.5906666666666668,0.5914666666666667,0.5720000000000001,0.5293333333333334,0.4706666666666667,0.4496058360276009,contro_prena,"Mide el porcentaje de nacidos vivos cuyas madres asistieron a 4 o más controles prenatales durante su gestación, respecto al total de nacidos vivos.",0.4040022651354472,DANE - Estadísticas Vitales (EEVV),3.1.3.C,Porcentaje de nacidos vivos con 4 o más controles prenatales,1,0,0.7133333333333335,3.1,0.4398595851092111,1.0,0.7,3,Porcentaje
